Device Type,Data Rate Requirement (Mbps),Latency Requirement (ms),Device Mobility,Slice Type,Slice Bandwidth (Mbps),Slice Latency (ms),Slice Throughput (Mbps),Network Load (%),Traffic Type,Traffic Volume (bytes/sec),Peak Traffic Volume (bytes/sec),Jitter (ms),Packet Loss (%),Throughput (Mbps),Network Availability (%),Optimal Network Slice
Meter,7.955242176891697,37.34167772758879,Mobile,mMTC,178.14645334176905,7.821551984154331,177.64466678015413,50.096230901844265,Sensor Data,80811.37630856417,121451.86352053702,0.943641279139114,1.8563563672497305,104.93746811611098,99.86264519329482,URLLC
Drone,46.66608097685269,8.815128067838947,Static,URLLC,56.55404867590625,9.136082918144593,29.78534164669199,75.95511926513808,Sensor Data,30550.006509258186,148153.37211815693,1.8977678300617737,0.5870044423995012,23.44449273664183,99.85145516507687,URLLC
Drone,19.461410917839675,30.799567089636046,Static,URLLC,77.4612320378691,7.894040100913147,33.80347790754939,91.34026521185828,Video,24806.888366856,155189.56775673438,0.38558115248682157,1.9417727813573378,112.20687990130294,99.95751597634623,URLLC
Sensor,36.611310387833704,30.684595846365564,Static,URLLC,76.73978242473157,3.1216929953506165,178.02811143572265,80.5459418539935,Video,47348.38427758801,158299.1951351417,0.3884048737962833,1.4018121472036869,29.565697254467274,99.90323531732726,mMTC
Meter,1.5068835531677935,46.138479086008,Static,URLLC,39.65001425805021,3.120896435179328,81.92815048637898,80.94148431637089,Sensor Data,6766.406838958789,195167.62277725796,0.8357401543276476,0.7048228936632,68.57636331057103,99.84831917592841,mMTC
Meter,10.656763573787947,28.678226454718715,Mobile,mMTC,151.32426595122635,9.235784760057072,137.7128606876939,56.96792085491537,Sensor Data,86237.41373253078,82416.98641065789,1.6235728273696,1.0685510869607255,128.31442824826632,99.96478870388549,URLLC
Camera,24.61058594401711,11.16782131883808,Static,mMTC,44.51076068367311,8.111202124736554,144.27343811100627,98.9283739330017,Video,87446.63569685753,48754.43393303197,1.719240854050655,1.5474125216478207,19.13363325990924,99.95517620960331,mMTC
Sensor,43.97349715275116,30.773896666167314,Mobile,URLLC,29.451649894230915,8.040217872798145,66.90230252013075,76.48503127114765,Sensor Data,67769.93503985887,79002.3559802968,1.6684083319615366,0.1901298941110241,100.62733191892414,99.89375865264525,URLLC
Meter,26.599129922558518,9.109743996439956,Static,URLLC,159.5804366099115,7.477422940994823,50.35953414529809,55.13009115866866,Video,30358.249635630254,153429.6566221503,1.2058215776729917,0.7388300761968774,89.57146733928073,99.95397061999077,mMTC
Sensor,46.528588873547015,14.170722588496476,Static,mMTC,182.83937055174727,3.4048179212840317,60.5550480086993,70.70986473791257,Video,16754.207910441495,108277.75615063829,1.7296568548022,1.7852002362462842,65.87903842143595,99.81965495069129,URLLC
Drone,24.447946380848418,6.399886288433726,Mobile,mMTC,157.54220263372397,8.62669308166341,141.12491513129444,53.598559035480214,Video,69910.60292069003,172978.82556692493,0.4662865242875792,0.3031809942487673,43.76671816027773,99.97242308697683,URLLC
Meter,24.77723028842952,28.098211210677423,Mobile,URLLC,168.56339830975574,2.2859621027211343,153.67910941917415,70.90701330347656,Video,10398.559674554273,47457.52626711566,1.237433400912701,1.1032122474012651,37.36550926913714,99.98578499302418,mMTC
Meter,6.427466030776328,8.803967688210756,Static,mMTC,127.21190200953882,4.150158483681132,130.418314633264,85.5780897869507,Video,41169.720204598285,147484.41333481375,0.7242423983537554,1.193579599404594,128.4043881062957,99.80206562609557,mMTC
Sensor,40.23148408553488,26.122747033909807,Mobile,mMTC,179.79434082465556,4.118270859427866,87.80254900196599,66.17630842334586,Sensor Data,8972.016392660224,50095.842853497204,0.6188862305123582,0.645270891501183,29.934414081144627,99.96469332317359,mMTC
Meter,12.724787917119594,46.982526589586485,Static,URLLC,109.40662682441392,6.041189275372313,58.322970365156145,65.65511311398288,Sensor Data,42703.03033090998,159883.18372793947,0.28932195849654785,0.8682229028758937,145.2977044222476,99.9428770571602,mMTC
Sensor,45.03081822392959,37.38926358586994,Static,mMTC,197.89807132774368,5.1709920039601975,85.16609201153099,75.71696174376551,Video,13535.97639664239,87814.64386332732,0.7931169742253585,1.8293978563707576,41.47296424553332,99.96246551430771,URLLC
Meter,45.585798906354604,8.483525340138186,Mobile,URLLC,38.6147076985008,5.138273197898835,165.89689223882556,74.9242973540586,Video,3315.2010846197245,197885.7800022978,0.16631139697529582,0.21474239088585398,112.38301436364219,99.85639623359049,mMTC
Camera,47.19385053777041,15.089441549397943,Mobile,URLLC,165.6525272062491,5.982151881516325,157.42726438990394,73.35713426068511,Sensor Data,45028.4639626494,133846.14048806802,0.7695092824720756,0.4066761449777626,90.22799654365794,99.9814567556704,URLLC
Sensor,26.251409210602954,35.314808895204536,Mobile,URLLC,135.45009488202956,4.73876609420916,68.35707422419387,75.84221735405742,Video,56812.619221811314,148423.53047570237,1.0021522117755768,1.8122567604899869,65.54072287301716,99.9582543195852,URLLC
Meter,34.016142346790396,45.26158374608826,Static,mMTC,124.51629227981512,3.24984908185962,69.11023465161209,52.39795752273954,Sensor Data,43990.18209261979,8831.983695777531,0.7797795251696409,0.44068348313190364,138.42082292816363,99.87831520796577,mMTC
Drone,39.036536063052345,6.481336404377919,Mobile,mMTC,150.64589555500186,6.977086459906036,143.69571821352363,73.71333598168879,Video,17697.153423742304,140702.59049838886,1.565287705770305,0.431103850777936,19.610658411363573,99.94980402467813,mMTC
Meter,6.985223623198047,41.56030092742673,Mobile,mMTC,171.25247554379277,8.11570040954562,85.38471867644596,99.6005375479825,Sensor Data,7835.392408371953,83939.00518867903,0.6334205157662867,1.2104690580129265,118.5475696242657,99.88095076076509,URLLC
Drone,30.247381152376114,30.28162461522389,Static,URLLC,175.3191320312918,5.3109629096013045,109.49926340161903,88.21677833258036,Video,12724.056584764867,64829.268762373475,0.24229492265414682,1.970296120113361,114.85107724204961,99.86264168801381,mMTC
Drone,2.1977461145139277,29.574109638337667,Mobile,mMTC,51.5685733299173,6.845348680430565,84.68242715998882,64.3784592918936,Video,72738.68366722783,159100.6375686314,0.47838378490980293,0.9492251559148817,127.8066183078744,99.82773993900797,mMTC
Camera,25.12952112774193,48.101593223901105,Mobile,mMTC,55.46646735553446,5.818269536407325,54.985905272999815,83.88569772231583,Sensor Data,1686.0276143667434,45958.70575333789,1.6581215292755138,1.0925894807623169,135.3802706976774,99.9762555762933,mMTC
Sensor,8.164712740201256,38.64400756685479,Mobile,URLLC,22.90997171244748,1.5309679468339221,46.16087186119505,66.49512788243635,Video,86345.30211950633,36610.04685429413,1.3082409944216469,1.6701664073801659,76.73762207979237,99.84399540414266,mMTC
Meter,9.554684835123194,43.255349062525035,Mobile,mMTC,43.7316424026091,4.807761954077225,38.02438370656542,59.57570612580653,Video,84024.9051455669,71256.83785859928,1.1968406224189372,1.4230770304282176,106.13704022611296,99.89712358088809,URLLC
Camera,18.569854551283775,20.92980062951,Static,mMTC,67.49884871298643,1.0886724956956355,16.884758773327874,88.6775864211691,Video,88058.8391691072,125981.12932637677,1.123221250382437,1.9924284774797787,92.65638181642665,99.90040417081684,mMTC
Meter,21.9056397524669,29.946381837278444,Mobile,URLLC,149.7864480590509,6.956913503482822,61.301715356133,60.47931695707578,Video,87886.665171341,51686.11242531543,1.5231902417287462,1.264100906376689,94.88242818392128,99.80643650061535,mMTC
Drone,31.34703501434327,32.69325548424968,Static,mMTC,105.63815162045181,5.573453228961413,43.28241740130969,92.93129837102491,Sensor Data,66784.79038616683,111851.71262229708,0.472951873894647,0.8973564675642475,18.370687494328017,99.95135875760829,URLLC
Sensor,4.184206712706525,19.47127731631093,Static,mMTC,156.42263640512311,2.1414838166172725,57.56182040475866,69.02048078609813,Sensor Data,84758.34795275838,77154.02012233135,0.4984769573263632,0.7338106973970902,144.98207335152097,99.9317625518325,URLLC
Meter,25.43274218125351,30.66116562263298,Mobile,mMTC,107.57645260758032,5.879723788709544,27.50766156747305,87.84217095917691,Sensor Data,73059.99224871484,79523.91133933938,0.34739903485639884,1.9761737600783766,36.88263010459543,99.85503052957634,URLLC
Meter,9.539943947528505,15.649492076587123,Static,mMTC,120.0075415237943,9.085834027251904,71.35729489385605,62.9798256378893,Sensor Data,30082.074709224376,40862.73413689565,0.7447063456562656,1.6359626657591275,70.93897049075545,99.9772375094596,mMTC
Drone,28.911771164071222,11.45190519807078,Mobile,mMTC,39.99198558684485,4.064416882998564,100.79316730176107,82.63676054762936,Sensor Data,75537.21153728533,64624.340670509824,0.6203938186674106,1.6575181602812417,109.55517153700227,99.98839588776465,mMTC
Meter,32.05152830692859,21.828661667479967,Static,mMTC,159.78049124168584,9.841318896096698,170.85428346528468,60.626588518035774,Video,61596.08409348042,54987.00940488379,1.8388204946293378,0.46938692818025163,43.76570136301518,99.92802956956275,URLLC
Meter,28.057108199366265,38.26803329358967,Mobile,URLLC,156.46277579591987,9.634419160679506,72.26687399656623,51.091723816441274,Sensor Data,2846.244822520117,48914.80643784376,0.12361521213151652,0.9747266911483741,30.678046654760212,99.94224842225302,mMTC
Drone,37.045627768676226,46.22842166332494,Static,URLLC,75.36108650251153,8.067788582108395,20.118791563330305,90.73020828566891,Sensor Data,78657.32075195982,16431.681391725986,1.0008758037810057,0.14314691662223594,135.92436194963466,99.81131186232055,mMTC
Camera,17.112657589924616,25.597132317420463,Static,URLLC,79.14405400407234,8.324199800370598,74.79012325035315,92.80813583096834,Video,87096.42336171176,86784.05202088751,1.488244686550125,1.1153967396718865,93.3619166667275,99.88272228004857,mMTC
Drone,38.372776285839976,33.92706597239443,Static,mMTC,59.542661103164384,4.694908241798581,149.84200743035552,94.02870976968202,Sensor Data,51795.51071960326,49163.52338950619,1.8225542444680067,0.24019203659419025,33.18578017190726,99.80468648622153,URLLC
Camera,21.921970544555588,9.636670893879522,Static,URLLC,166.4911416865075,4.622869857673811,71.12429898763708,51.81487526596861,Video,48753.97128467385,192215.46654074223,1.9354816119851423,0.4742473662060952,132.85711919769784,99.936626045853,mMTC
Sensor,24.467132666968542,45.70086913485479,Static,URLLC,154.46122435312046,9.589576224402935,63.135560647307614,88.04609107564248,Video,42784.30589332838,120460.2877241309,0.23166574964512654,0.6358038717090109,40.47008340275143,99.95785780433172,URLLC
Camera,32.581055299423035,30.587189610647048,Static,URLLC,129.6465928731655,4.295766245982779,166.63419828350956,91.79352044790087,Sensor Data,71911.59671996695,92564.79044597903,0.4706579386275809,1.65267158852254,103.75855076442579,99.82261580395524,mMTC
Camera,1.408740007961586,40.11522114313207,Mobile,mMTC,62.987978563345536,1.8718560016573893,64.04283090211413,65.584906516069,Video,21623.82096876101,67796.41158795866,1.9981477600869593,0.2946814853115546,130.49833802426122,99.81782056962881,mMTC
Sensor,32.87271396030229,40.74985404146272,Static,URLLC,50.93359987047397,2.3743097937213853,175.0931778468752,73.52256494433551,Sensor Data,77416.04920773396,92314.85630585488,0.6956177724442879,1.8241428459160707,98.65688459972745,99.95643630783788,mMTC
Camera,31.119964879069713,16.54162368656477,Mobile,mMTC,29.04839321143036,7.3935906867362995,152.3848971710873,70.39575748088569,Video,29305.091502781754,68490.6297647554,0.20560377110903844,1.1759607193518615,15.942489618628997,99.89634810081337,mMTC
Drone,15.837432279287356,28.81285039318323,Static,URLLC,28.210066720133504,4.446828415806799,127.90123663060697,72.00511694865406,Sensor Data,26223.57213594542,171414.06717214876,1.8740215982960209,0.3065844990880555,102.70141611772019,99.96081215633423,mMTC
Camera,4.746817102524729,48.22158882024399,Mobile,URLLC,53.68450516549886,2.7940855574097343,113.7238351131263,92.33520943198974,Sensor Data,80937.02482161361,51390.7335995257,0.8664678662687011,1.9751796470535736,91.64549165621187,99.87519073541844,mMTC
Sensor,5.001304770695537,9.03355451693725,Static,URLLC,38.095855818179984,8.324075158147574,52.08879565804689,70.89343757586794,Sensor Data,17520.13187035234,56208.90914563923,0.6529507371594278,0.10392396855660574,86.29195589206378,99.83314419965174,URLLC
Drone,46.19957547576882,35.73724541133035,Static,URLLC,120.09938112603975,5.3980614160596305,135.5157420678981,65.11819015674145,Sensor Data,86265.65717640263,142011.21214434472,0.3861513200331308,0.4096042136991658,56.32860077068533,99.87047373585284,URLLC
Sensor,34.619326400678936,48.30188351158274,Static,mMTC,84.45622300300586,6.108770842928059,72.27779143701207,56.519159404355065,Sensor Data,97788.78571892169,180215.2182813075,0.9078745521567142,0.44935909135076735,99.5745982530749,99.85305855003347,URLLC
Sensor,6.791579381651649,18.525969862430998,Static,URLLC,100.09024079026634,2.3855441918509577,95.13095642777418,83.74196579452266,Video,32055.38015340115,136119.14441594025,0.7988115444686711,1.749568749623336,17.229940973829734,99.89674510571973,URLLC
Meter,18.157796880790865,43.765156463195666,Static,URLLC,126.93209304569416,2.7347878127434533,32.171349039563545,54.21019668537969,Sensor Data,92794.5849210147,17220.312298799883,1.8558449864123294,0.7608654747690049,84.95073871853174,99.9692526886733,mMTC
Meter,29.827908198129023,47.014589543372225,Static,URLLC,138.63831416363246,2.132704332764252,63.86542814021977,53.05911284301865,Sensor Data,56684.828211180604,179826.83667279955,0.5025035294198471,1.6862232732253482,59.31148556383784,99.86793025096894,mMTC
Sensor,41.86079940198711,38.61887942276713,Static,mMTC,136.67630957886405,5.63088519310988,102.30471220534352,84.07896435843816,Sensor Data,26007.93431926516,153934.02219146545,0.2642874698382257,0.1800398501623849,21.458792394491955,99.9396864330579,URLLC
Sensor,2.661215971293922,15.409774053813122,Static,URLLC,66.95418562774984,7.980913105545289,92.22681674108793,84.71444744690939,Sensor Data,45318.1097437041,48171.95941026847,0.6252606027342842,1.9213557614405918,50.427245361852556,99.92140127555744,mMTC
Sensor,12.213340007765439,20.030032347196723,Mobile,URLLC,165.7328636532985,7.590567194933269,71.67967059176226,59.95400232639146,Sensor Data,80025.44493519743,12802.716277591779,1.1375100808406287,1.722034359286945,127.95172502042313,99.8423178990375,mMTC
Meter,44.54257501962131,6.611418248797882,Mobile,mMTC,185.18774058546137,3.351077384699907,92.86844260093733,97.85923197002109,Sensor Data,66697.05785434075,143580.61971165947,0.7229309855764117,1.0041770177589469,49.88516647086084,99.8602835757539,URLLC
Meter,0.9536947340989159,42.415395541040986,Static,mMTC,76.86890250017515,8.663951691150736,137.91281212720997,89.39070010488184,Sensor Data,49528.764210465975,47145.46157164806,0.6932818569713907,0.3904704654521334,78.7281097785498,99.83923230676928,URLLC
Camera,10.469255588297425,43.232503392998595,Mobile,URLLC,23.071774981892233,1.9509476332637208,90.78871809047145,84.32140213272514,Video,25805.924249571803,104905.11525524817,0.8561221507180493,0.5249854511917278,91.3055404695534,99.94407003263366,mMTC
Camera,47.97169671066182,33.471963948478674,Static,URLLC,181.8477535967309,2.026449730748001,98.51581783453136,87.71737846728428,Video,72606.85386556097,18185.39204823085,1.7577125103866014,0.5328138246336533,53.76254887460385,99.82436790947635,mMTC
Sensor,30.86339140284747,20.86375330687331,Mobile,URLLC,186.23877193162568,8.64373854343765,130.68910339972308,70.59434924655145,Video,31400.45465645232,113761.99418552316,1.359178490771549,1.4353055936392571,88.35726569210587,99.90992094913932,URLLC
Drone,13.45273264855657,8.456496243796424,Static,URLLC,29.170359274346037,3.1997760505830724,153.86644252190263,72.78212408429604,Sensor Data,33161.784107169864,4588.301764886258,1.1016366627084162,0.8122550773334982,143.98588488646837,99.83254156665602,mMTC
Drone,3.8160591725944566,38.88759244617093,Mobile,mMTC,20.892186534658208,7.373042601760854,101.93252334646306,93.51074394018406,Sensor Data,74713.53286703712,106938.41334532948,0.8655802946220654,0.10592588205199531,39.87016415761602,99.83750689029169,URLLC
Meter,1.8954713521374968,37.69367871244653,Mobile,URLLC,166.9528609386936,1.0817163272950836,171.44897648861274,51.27095082657401,Sensor Data,55887.46157565928,166788.9647632539,0.233706527272219,0.8298393279372263,135.44290102859856,99.80098430253642,mMTC
Meter,12.6148814420279,46.06711347825055,Static,URLLC,74.26340380695919,1.8424097975723774,73.3188281760693,90.12105776590224,Sensor Data,18664.769319005543,116274.38328405975,1.7806073778462903,1.1865218443353158,90.75476249223794,99.88375240705649,mMTC
Meter,44.13354806965107,37.8739409452413,Mobile,URLLC,184.62479011327792,6.483598378500548,56.67157192901557,72.37842727348502,Sensor Data,68742.46749156431,176964.34488646648,0.3439243939814091,0.20226421720589643,120.20557254111021,99.95377735305391,mMTC
Sensor,21.08772588772672,42.291272400980084,Static,mMTC,59.01384318851839,2.6417435939011407,129.35982825114314,73.19842422507767,Video,25879.441272261975,109911.67702530527,0.45431320720377866,1.1472372423808948,95.8828529315298,99.81673803644922,URLLC
Drone,36.156501773716656,38.56795780567998,Static,mMTC,175.00783090278566,1.25392317681486,43.99870654545628,66.2849815524952,Sensor Data,76073.1187950525,137579.8931255216,0.9552720732319946,1.5760846446287657,56.215188068184446,99.9607928646832,URLLC
Camera,45.95510925130791,33.38092347405424,Mobile,URLLC,32.3559685505066,5.202520810149908,163.49469566192462,80.35360187045036,Video,47923.817400645676,73444.00977085465,0.3663762262614423,1.1720113466996551,92.57553770889635,99.96026553210241,mMTC
Sensor,20.69800284933942,24.213487738595415,Static,mMTC,66.91463251651525,3.9746844935066683,78.78474017228223,83.78366775672876,Sensor Data,59539.030389756015,59571.04300318928,1.3161704824555212,0.7296773471311446,72.51874676743404,99.84411168314423,mMTC
Camera,9.968229866351155,45.5952788889025,Mobile,URLLC,195.1631982462154,8.220312352748298,130.19452803758372,58.03768207646971,Sensor Data,60137.57228782022,67363.7266864331,1.039226551856603,0.7861555132379252,95.16363447553918,99.96591430933883,mMTC
Camera,26.097337577417516,34.293585735836146,Mobile,URLLC,61.61539777963082,8.369460919929738,109.08028121083979,78.2858438534015,Sensor Data,14766.369283347853,20828.692698931358,1.0458158000639752,0.9177584736442999,91.3306425687814,99.95704208565867,mMTC
Sensor,45.45014250946279,22.92598948846591,Mobile,mMTC,43.94233713350741,6.5298080908827885,23.97449171670315,73.24559313469908,Sensor Data,65082.497699326275,51101.96637364368,1.9374201978314818,1.7103348339705935,106.53403032004017,99.92433188647377,URLLC
Camera,40.31653349981618,8.756118283188075,Mobile,mMTC,174.26983744513916,3.6373037171180727,131.99798671213912,89.09543344394173,Video,86726.01945607705,77591.1292784328,1.3801316791066984,0.16026494895418697,112.88523420005565,99.95794730474162,URLLC
Drone,3.7585772464761122,18.081718515697197,Mobile,mMTC,41.20414251706623,5.154639861362055,145.35078048362095,77.26436462464409,Sensor Data,89131.08131831278,68507.34777409353,1.490881960854144,0.7733370929685289,88.93787189912894,99.81399519329862,mMTC
Camera,34.7823536038403,29.467703067357416,Mobile,URLLC,37.54209954431063,7.320304243941485,177.10795108137404,71.47866061537253,Sensor Data,68886.38677805035,99269.15906464626,1.2578750717326588,1.9228681323622319,124.44621082524614,99.86062569130246,mMTC
Drone,28.80892736171821,17.403591650728757,Static,mMTC,78.21652415411644,1.6237769783977154,83.66106496194871,76.44655291943195,Video,96900.71184323858,97806.95496638138,0.5931024001827873,1.6792084661748987,107.58559187683578,99.85484267985181,mMTC
Drone,45.41942722914806,14.955590656305596,Mobile,URLLC,134.3591311874527,3.992473794953126,97.98370871243485,74.52837529393199,Sensor Data,59867.78893126687,147159.757273288,0.21968979785825438,0.35621495118514035,49.30563182672955,99.94850909758169,mMTC
Drone,6.562830134089713,28.732708133953125,Mobile,mMTC,147.9343472801652,8.401327308182546,159.3531105450208,96.75889268110488,Video,25561.82886362517,79329.79623705691,1.1658062803036207,0.7742704563937155,141.73478711126054,99.9428286658673,URLLC
Meter,26.9347876036305,12.641915565308057,Mobile,URLLC,178.62298108893123,4.65425688022316,59.41755664784623,65.59438729376296,Video,66051.26299425052,135541.6001924146,0.9483919898644985,0.13418804925909789,24.59044374472252,99.96928890609009,URLLC
Camera,44.03340332883867,41.018452849629654,Static,URLLC,117.36407467263909,6.622012101839193,46.208534399878694,51.86744769383193,Video,90926.69010050458,178158.1305219939,0.3339288896642457,1.4862124095855314,100.45539500169915,99.8548125134595,URLLC
Sensor,20.796177443716278,26.79656681041961,Static,URLLC,90.81520161697557,1.8670093222174335,36.93019505918525,83.09983770985356,Sensor Data,35949.31986464796,91317.6925123424,1.7330767086164236,0.296775596004316,97.66294377457073,99.89002715263662,mMTC
Sensor,24.35874842777692,30.823824828319257,Static,mMTC,84.59007713020372,7.993413776656469,176.41161517531447,80.19215604164181,Video,26558.406816756997,110819.65072020845,1.0438543177447739,0.833254354676215,74.99676072128352,99.80356423656461,mMTC
Camera,3.9878035445144357,11.632247041880685,Mobile,mMTC,172.4424911259453,1.9041894094351772,59.60927386452413,95.49846547941576,Video,96653.7790000684,135532.3822461788,0.9622376112381886,1.815770595708947,79.42749790367493,99.98812907675584,mMTC
Meter,14.268110202221086,19.60593510332153,Mobile,mMTC,150.28675570687977,8.753727290524814,139.97009247170286,55.87383086817994,Sensor Data,76678.27234086268,98973.1676548759,0.8929918090234168,0.3597454734952744,119.9611857802995,99.8780969264955,URLLC
Meter,16.563079133862892,23.45403574675188,Mobile,URLLC,182.97722247052508,1.9594094040071932,89.1950804890082,76.13228104525152,Video,5072.845214692847,32890.73616280222,1.5017378820023435,0.7188112386297749,112.50023128074822,99.90600373410305,URLLC
Drone,47.2835612128719,41.369577373242635,Static,mMTC,193.52638203169053,9.01803486852709,54.69493682625803,57.53855250153938,Sensor Data,56162.16761686294,58927.05740919009,0.19836244093989983,1.6495957904648542,70.92969084231024,99.90116327113661,mMTC
Camera,14.492034346787372,39.65717853887686,Static,mMTC,74.00915049508535,4.273928868044337,165.70007693515055,72.78544848575174,Video,23519.6497784768,5928.8697962508895,0.5090918779587805,1.3012769004709959,43.91449036316084,99.87395839626124,URLLC
Camera,23.313002395847775,15.033986365445662,Static,mMTC,115.3413413661511,6.620776585968779,91.52823778761353,89.96848404912919,Video,28752.960599202517,136813.2940781736,1.814412449866198,1.5423627506186643,23.3411556182903,99.84425864959374,mMTC
Sensor,33.72956896643185,32.72805867231535,Mobile,mMTC,133.72774532566993,8.61895496474612,108.38263998015111,92.86940181387737,Sensor Data,8849.91554560713,56131.3126191845,0.17633945888679764,1.9220405106940905,112.7686540184984,99.94176826354914,mMTC
Camera,8.528076934189931,15.955536099739891,Mobile,URLLC,49.492810419762364,1.0921727889150992,51.711424781464125,91.69301801677616,Sensor Data,23176.467379324993,164775.32998237357,1.2604239391142673,1.835373130850405,109.00116392394169,99.87145482410166,URLLC
Meter,24.578898163522787,49.47112200606104,Static,mMTC,29.602466106497253,3.3912384526567414,68.48513158970518,77.37024167511429,Sensor Data,50572.17362483724,131285.67085562146,0.5585150634423757,0.6445342806851417,53.43021260814744,99.92777829283641,URLLC
Camera,37.05768245405743,47.845574515889176,Mobile,URLLC,176.19750454075643,9.175044891632732,138.36844639411115,81.69800617490546,Video,7948.486238617972,147305.24825152458,1.1269267806300267,0.6679266143455467,143.6539788019931,99.93877127014359,URLLC
Sensor,43.40933304483977,30.346912423427923,Static,URLLC,116.39423193596717,4.4935845452633085,71.60238748955769,77.5782268848034,Video,88980.40509285677,176527.9913218944,1.1091127783834869,0.26413368540518517,102.85776730355246,99.93793480442686,URLLC
Drone,31.49983409579012,36.45061573523643,Static,URLLC,122.73935894480707,7.357383332178621,98.48316075258707,78.0617889433963,Video,77562.75773778302,85312.45491755517,1.346891561368961,0.8133180751572713,104.89071730686894,99.81549143195338,URLLC
Sensor,33.61814900818892,41.064367199389025,Static,URLLC,119.88458217703186,2.2601085053815217,33.86865373476634,94.2575444261362,Sensor Data,38200.003844045015,37965.682318786305,0.4263302019311789,1.5714534836263618,91.04960692747102,99.9851717858291,mMTC
Sensor,6.7510318929361635,37.44492890202068,Mobile,URLLC,155.89292686988426,7.105344412701365,155.26096617281817,60.46364474345276,Video,13109.736633769135,187121.83395771077,1.3175263895112423,0.5909577519236013,102.22851627203787,99.94432031652336,mMTC
Drone,47.315936613694184,36.49229109870894,Static,mMTC,46.19035004276779,1.6584489597343894,136.7009691822011,71.93829402020225,Sensor Data,99397.90351942909,199166.79388386468,1.585125141929384,1.6732599182729853,149.87378451897428,99.91348913618195,URLLC
Sensor,7.062416835481876,48.13493035772876,Static,mMTC,130.52871933887587,7.455926257882004,140.52290090857556,80.50314251119883,Sensor Data,56374.336825711995,43828.087328948626,0.43387752820434133,1.1890229232646314,123.20274103540875,99.85479995851252,mMTC
Sensor,38.84631039049901,31.84052478382775,Mobile,URLLC,104.50631208397343,3.914244589481008,44.40055768023848,88.26760742300004,Video,42355.22905989051,148275.86086641805,1.5999171870279447,0.7843502250562534,72.03977550700337,99.82878815783472,URLLC
Camera,13.608407928026782,33.633620231857506,Mobile,mMTC,181.45246871139037,5.192628903579397,96.70076520605977,88.09448617128157,Sensor Data,19944.057781324173,14732.663814554402,0.3313672183780891,0.8946504187787867,41.319037910728674,99.9509115650306,URLLC
Camera,46.71286061321195,43.217093769718154,Static,URLLC,113.53176882133856,2.496341628703502,19.544310978483892,55.862417765747075,Video,20401.337623474563,5785.822905757561,0.5992779317638345,1.5648068171776242,116.69724108664188,99.87493173385715,URLLC
Drone,36.137997198789236,35.145089053628304,Mobile,URLLC,189.72829533334982,6.650641159607895,66.989697836704,61.09549826911204,Video,79641.29492467559,135123.2219807101,0.7874492624878326,0.7007218692806088,133.67802201504816,99.97323791335424,mMTC
Camera,37.81377879242926,37.98196799078851,Mobile,URLLC,83.58553895238319,4.038108659028762,72.4232209265428,95.57591069051583,Sensor Data,52036.12923231227,51255.315441754174,0.6915259241462157,1.4615587925397813,85.56970682500369,99.97868520462838,mMTC
Camera,11.343429066464225,15.53759087884891,Mobile,URLLC,194.0410471501983,4.4503750544442084,165.75887863356363,67.87596443984873,Video,98401.79588972434,173609.7377815962,1.4942226615445564,0.8923220982762922,139.6726107737764,99.8105812871058,URLLC
Sensor,22.43047884344046,21.70701158517819,Mobile,mMTC,177.5284306565182,6.869736324587226,178.80916182367807,50.13563209641563,Sensor Data,95314.46305913116,102760.02093217941,0.6109267722164998,1.6500781938622142,90.374286579125,99.91026611522057,mMTC
Meter,31.081753132169677,11.628560557035186,Static,URLLC,125.16739215236385,2.609754951002956,116.92807375572345,59.98985342066584,Sensor Data,20762.097477844858,156474.4755566089,1.5263934291775232,0.5022761622987117,44.24251094570542,99.87290585429668,mMTC
Camera,38.61369410122675,27.759444905066246,Mobile,mMTC,83.66778799742443,8.668080042150192,100.26684392379853,98.47760488322297,Video,99937.59794707611,20962.522566247077,0.20851302972731112,0.6865393753876815,72.5131512113984,99.87760146582157,URLLC
Meter,5.645989107663284,25.507733030611085,Static,mMTC,87.66620434146078,7.653577650185986,87.61467415481498,65.48742831444119,Video,98660.82448051033,174930.04709089614,0.705297923762997,1.0452024393011217,71.92398476960105,99.91707836995698,URLLC
Camera,48.13708316449915,49.87232664257556,Mobile,mMTC,159.0953755624925,6.199570028243463,18.01887916851144,80.68572744433935,Sensor Data,79948.02685667267,38230.5196156186,1.8342555023525933,1.5229853880876645,38.51652289805314,99.94769467973774,URLLC
Camera,44.56592319245052,32.50438937669941,Mobile,mMTC,124.51364321042801,2.1549976037420384,147.0192301300721,86.33249500943839,Sensor Data,39151.89436638906,113774.2576021126,0.8325213939874259,0.3994846064564821,107.83584394672444,99.9044381854179,URLLC
Drone,13.882255229531426,40.39001704374905,Static,URLLC,92.28576538447777,7.183987249602214,125.85126427874954,82.32914181370694,Video,22492.065404385798,122055.1750089762,0.9935532444212166,1.8163589373280122,128.7046732943009,99.94378203813082,mMTC
Drone,41.22663203010043,20.03066018409444,Mobile,mMTC,134.48989305418957,1.1628943488057346,122.13214878191215,68.8783093377971,Video,10405.554859100925,13469.930791171098,1.5304184026253675,0.13386127876047985,43.2049209770005,99.9833895463939,URLLC
